Date,Truck_Number,Area,Location,Start Time,End Time,Number Of Refueling,Sales_Amount,Feul Fee,Profit,Fuel Price,Total Sales (L),utilization,capacity_used,profit_per_liter,Location_rank,Truck_Rank
14 azar,Fuel Truck28,4.0,lavizan 2 ,8.33,11.0,1.0,3300.0,5000.0,99000000.0,35000.0,115500000.0,0.66,0.66,30000.0,868020000.0,868020000.0
14 azar,Fuel Truck29,4.0,majidiyeh north,8.33,11.0,1.0,4400.0,5000.0,132000000.0,35000.0,154000000.0,0.88,0.88,30000.0,960000000.0,960000000.0
14 azar,Fuel Truck30,4.0,majidiyeh south,8.33,11.0,1.0,1230.0,5000.0,36900000.0,35000.0,43050000.0,0.246,0.246,30000.0,229800000.0,229800000.0
14 azar,Fuel Truck31,5.0,poonak,8.33,11.0,2.0,7000.0,5000.0,210000000.0,35000.0,245000000.0,1.4,1.4,30000.0,1716000000.0,1716000000.0
14 azar,Fuel Truck32,5.0,shahran,8.33,11.0,1.0,2200.0,5000.0,66000000.0,35000.0,77000000.0,0.44,0.44,30000.0,376200000.0,376200000.0
14 azar,Fuel Truck33,5.0,janab abad ,8.33,11.0,1.0,1780.0,5000.0,53400000.0,35000.0,62300000.0,0.356,0.356,30000.0,481800000.0,481800000.0
14 azar,Fuel Truck34,5.0,shahre ziba,8.33,11.0,2.0,7800.0,5000.0,234000000.0,35000.0,273000000.0,1.56,1.56,30000.0,1397700000.0,1397700000.0
14 azar,Fuel Truck35,5.0,ekbatan complex,8.33,11.0,2.0,5600.0,5000.0,168000000.0,35000.0,196000000.0,1.12,1.12,30000.0,1413000000.0,1413000000.0
14 azar,Fuel Truck36,5.0,ferdos blv,8.33,11.0,1.0,4500.0,5000.0,135000000.0,35000.0,157500000.0,0.9,0.9,30000.0,993000000.0,993000000.0
14 azar,Fuel Truck37,5.0,iran shahr,8.33,11.0,1.0,3900.0,5000.0,117000000.0,35000.0,136500000.0,0.78,0.78,30000.0,801000000.0,801000000.0
14 azar,Fuel Truck38,6.0,amir abad,8.33,11.0,1.0,650.0,5000.0,19500000.0,35000.0,22750000.0,0.13,0.13,30000.0,135600000.0,135600000.0
14 azar,Fuel Truck39,6.0,yusef abad,8.33,11.0,2.0,8000.0,5000.0,240000000.0,35000.0,280000000.0,1.6,1.6,30000.0,1653000000.0,1653000000.0
14 azar,Fuel Truck40,6.0,keshavarz,8.33,11.0,3.0,13000.0,5000.0,390000000.0,35000.0,455000000.0,2.6,2.6,30000.0,3063000000.0,3063000000.0
14 azar,Fuel Truck41,6.0,vali asr,8.33,11.0,4.0,17000.0,5000.0,510000000.0,35000.0,595000000.0,3.4,3.4,30000.0,4209000000.0,4209000000.0
14 azar,Fuel Truck42,6.0,university of tehran,8.33,11.0,2.0,7600.0,5000.0,228000000.0,35000.0,266000000.0,1.52,1.52,30000.0,1784400000.0,1784400000.0
,,,,,,,0.0,5000.0,,35000.0,0.0,0.0,0.0,,,
15 azar,Fuel Truck1,1.0,Ajudanieh,8.0,11.0,1.0,2500.0,5000.0,75000000.0,35000.0,87500000.0,0.5,0.5,30000.0,508500000.0,508500000.0
15 azar,Fuel Truck2,1.0,Farmaniyeh,8.13,11.0,1.0,3400.0,5000.0,102000000.0,35000.0,119000000.0,0.68,0.68,30000.0,714000000.0,714000000.0
15 azar,Fuel Truck3,1.0,Andarzgoo 1,8.17,11.0,2.0,8000.0,5000.0,240000000.0,35000.0,280000000.0,1.6,1.6,30000.0,1386000000.0,1386000000.0
15 azar,Fuel Truck4,1.0,andarzgoo 2,8.31,11.0,2.0,6600.0,5000.0,198000000.0,35000.0,231000000.0,1.32,1.32,30000.0,1371000000.0,1371000000.0
15 azar,Fuel Truck5,1.0,Pasdaran,8.0,11.0,1.0,3900.0,5000.0,117000000.0,35000.0,136500000.0,0.78,0.78,30000.0,799500000.0,799500000.0
15 azar,Fuel Truck6,1.0,ekhtiariyeh,8.12,11.0,1.0,2000.0,5000.0,60000000.0,35000.0,70000000.0,0.4,0.4,30000.0,402600000.0,402600000.0
15 azar,Fuel Truck7,1.0,tajrish 1,8.24,11.0,3.0,12500.0,5000.0,375000000.0,35000.0,437500000.0,2.5,2.5,30000.0,2151000000.0,2151000000.0
15 azar,Fuel Truck8,1.0,tajrish 2 ,8.45,11.0,3.0,11000.0,5000.0,330000000.0,35000.0,385000000.0,2.2,2.2,30000.0,2322000000.0,2322000000.0
15 azar,Fuel Truck9,1.0,velenjak 1 ,8.51,11.0,1.0,3800.0,5000.0,114000000.0,35000.0,133000000.0,0.76,0.76,30000.0,678000000.0,678000000.0
15 azar,Fuel Truck10,1.0,velenjak 2,9.01,11.0,2.0,6500.0,5000.0,195000000.0,35000.0,227500000.0,1.3,1.3,30000.0,1058940000.0,1058940000.0
15 azar,Fuel Truck11,2.0,modiriat,7.45,11.0,2.0,8600.0,5000.0,258000000.0,35000.0,301000000.0,1.72,1.72,30000.0,1604700000.0,1604700000.0
15 azar,Fuel Truck12,2.0,dadman,8.23,11.0,1.0,5000.0,5000.0,150000000.0,35000.0,175000000.0,1.0,1.0,30000.0,879000000.0,879000000.0
15 azar,Fuel Truck13,2.0,sepehr,8.41,11.0,1.0,3900.0,5000.0,117000000.0,35000.0,136500000.0,0.78,0.78,30000.0,786510000.0,786510000.0
15 azar,Fuel Truck14,2.0,farahzad,8.55,11.0,1.0,1800.0,5000.0,54000000.0,35000.0,63000000.0,0.36,0.36,30000.0,365250000.0,365250000.0
15 azar,Fuel Truck15,2.0,Sanat Square,8.33,11.0,3.0,12000.0,5000.0,360000000.0,35000.0,420000000.0,2.4,2.4,30000.0,2103000000.0,2103000000.0
15 azar,Fuel Truck16,2.0,iran zamin 1,8.33,11.0,2.0,9000.0,5000.0,270000000.0,35000.0,315000000.0,1.8,1.8,30000.0,1821000000.0,1821000000.0
15 azar,Fuel Truck17,2.0,iran zamin 2,8.33,11.0,2.0,8700.0,5000.0,261000000.0,35000.0,304500000.0,1.74,1.74,30000.0,1537500000.0,1537500000.0
15 azar,Fuel Truck18,3.0,dolat,8.33,11.0,2.0,5600.0,5000.0,168000000.0,35000.0,196000000.0,1.12,1.12,30000.0,1193100000.0,1193100000.0
15 azar,Fuel Truck19,3.0,kaveh blv,8.33,11.0,2.0,8700.0,5000.0,261000000.0,35000.0,304500000.0,1.74,1.74,30000.0,1725000000.0,1725000000.0
15 azar,Fuel Truck20,3.0,nemati,8.33,11.0,1.0,1000.0,5000.0,30000000.0,35000.0,35000000.0,0.2,0.2,30000.0,203400000.0,203400000.0
15 azar,Fuel Truck21,3.0,shariati ,8.33,11.0,4.0,17000.0,5000.0,510000000.0,35000.0,595000000.0,3.4,3.4,30000.0,2967000000.0,2967000000.0
15 azar,Fuel Truck22,3.0,daroos,8.33,11.0,1.0,5000.0,5000.0,150000000.0,35000.0,175000000.0,1.0,1.0,30000.0,1229400000.0,1229400000.0
15 azar,Fuel Truck23,3.0,shahrzad,8.33,11.0,1.0,1260.0,5000.0,37800000.0,35000.0,44100000.0,0.252,0.252,30000.0,243900000.0,243900000.0
15 azar,Fuel Truck24,3.0,daroos 2 ,8.33,11.0,1.0,3700.0,5000.0,111000000.0,35000.0,129500000.0,0.74,0.74,30000.0,897000000.0,897000000.0
15 azar,Fuel Truck25,4.0,heravi square,8.33,11.0,2.0,9600.0,5000.0,288000000.0,35000.0,336000000.0,1.92,1.92,30000.0,2292000000.0,2292000000.0
15 azar,Fuel Truck26,4.0,hussein abad,8.33,11.0,1.0,760.0,5000.0,22800000.0,35000.0,26600000.0,0.152,0.152,30000.0,172500000.0,172500000.0
15 azar,Fuel Truck27,4.0,lavizan,8.33,11.0,1.0,2200.0,5000.0,66000000.0,35000.0,77000000.0,0.44,0.44,30000.0,425100000.0,425100000.0
15 azar,Fuel Truck28,4.0,lavizan 2 ,8.33,11.0,1.0,4678.0,5000.0,140340000.0,35000.0,163730000.0,0.9356,0.9356,30000.0,868020000.0,868020000.0
15 azar,Fuel Truck29,4.0,majidiyeh north,8.33,11.0,1.0,4800.0,5000.0,144000000.0,35000.0,168000000.0,0.96,0.96,30000.0,960000000.0,960000000.0
15 azar,Fuel Truck30,4.0,majidiyeh south,8.33,11.0,1.0,1150.0,5000.0,34500000.0,35000.0,40250000.0,0.23,0.23,30000.0,229800000.0,229800000.0
15 azar,Fuel Truck31,5.0,poonak,8.33,11.0,2.0,7800.0,5000.0,234000000.0,35000.0,273000000.0,1.56,1.56,30000.0,1716000000.0,1716000000.0
15 azar,Fuel Truck32,5.0,shahran,8.33,11.0,1.0,2000.0,5000.0,60000000.0,35000.0,70000000.0,0.4,0.4,30000.0,376200000.0,376200000.0
15 azar,Fuel Truck33,5.0,janab abad ,8.33,11.0,1.0,2600.0,5000.0,78000000.0,35000.0,91000000.0,0.52,0.52,30000.0,481800000.0,481800000.0
15 azar,Fuel Truck34,5.0,shahre ziba,8.33,11.0,2.0,6400.0,5000.0,192000000.0,35000.0,224000000.0,1.28,1.28,30000.0,1397700000.0,1397700000.0
15 azar,Fuel Truck35,5.0,ekbatan complex,8.33,11.0,2.0,6100.0,5000.0,183000000.0,35000.0,213500000.0,1.22,1.22,30000.0,1413000000.0,1413000000.0
15 azar,Fuel Truck36,5.0,ferdos blv,8.33,11.0,1.0,4900.0,5000.0,147000000.0,35000.0,171500000.0,0.98,0.98,30000.0,993000000.0,993000000.0
15 azar,Fuel Truck37,5.0,iran shahr,8.33,11.0,1.0,4000.0,5000.0,120000000.0,35000.0,140000000.0,0.8,0.8,30000.0,801000000.0,801000000.0
15 azar,Fuel Truck38,6.0,amir abad,8.33,11.0,1.0,700.0,5000.0,21000000.0,35000.0,24500000.0,0.14,0.14,30000.0,135600000.0,135600000.0
15 azar,Fuel Truck39,6.0,yusef abad,8.33,11.0,2.0,7800.0,5000.0,234000000.0,35000.0,273000000.0,1.56,1.56,30000.0,1653000000.0,1653000000.0
15 azar,Fuel Truck40,6.0,keshavarz,8.33,11.0,4.0,17000.0,5000.0,510000000.0,35000.0,595000000.0,3.4,3.4,30000.0,3063000000.0,3063000000.0
15 azar,Fuel Truck41,6.0,vali asr,8.33,11.0,5.0,23000.0,5000.0,690000000.0,35000.0,805000000.0,4.6,4.6,30000.0,4209000000.0,4209000000.0
15 azar,Fuel Truck42,6.0,university of tehran,8.33,11.0,2.0,9560.0,5000.0,286800000.0,35000.0,334600000.0,1.912,1.912,30000.0,1784400000.0,1784400000.0
,,,,,,,0.0,5000.0,,35000.0,0.0,0.0,0.0,,,
16 azar,Fuel Truck1,1.0,Ajudanieh,8.0,11.0,1.0,2000.0,5000.0,60000000.0,35000.0,70000000.0,0.4,0.4,30000.0,508500000.0,508500000.0
16 azar,Fuel Truck2,1.0,Farmaniyeh,8.13,11.0,1.0,3900.0,5000.0,117000000.0,35000.0,136500000.0,0.78,0.78,30000.0,714000000.0,714000000.0
16 azar,Fuel Truck3,1.0,Andarzgoo 1,8.17,11.0,2.0,7600.0,5000.0,228000000.0,35000.0,266000000.0,1.52,1.52,30000.0,1386000000.0,1386000000.0
16 azar,Fuel Truck4,1.0,andarzgoo 2,8.31,11.0,1.0,4900.0,5000.0,147000000.0,35000.0,171500000.0,0.98,0.98,30000.0,1371000000.0,1371000000.0
16 azar,Fuel Truck5,1.0,Pasdaran,8.0,11.0,1.0,3800.0,5000.0,114000000.0,35000.0,133000000.0,0.76,0.76,30000.0,799500000.0,799500000.0
16 azar,Fuel Truck6,1.0,ekhtiariyeh,8.12,11.0,1.0,1780.0,5000.0,53400000.0,35000.0,62300000.0,0.356,0.356,30000.0,402600000.0,402600000.0
16 azar,Fuel Truck7,1.0,tajrish 1,8.24,11.0,3.0,14000.0,5000.0,420000000.0,35000.0,490000000.0,2.8,2.8,30000.0,2151000000.0,2151000000.0
16 azar,Fuel Truck8,1.0,tajrish 2 ,8.45,11.0,3.0,12400.0,5000.0,372000000.0,35000.0,434000000.0,2.48,2.48,30000.0,2322000000.0,2322000000.0
16 azar,Fuel Truck9,1.0,velenjak 1 ,8.51,11.0,1.0,4500.0,5000.0,135000000.0,35000.0,157500000.0,0.9,0.9,30000.0,678000000.0,678000000.0
16 azar,Fuel Truck10,1.0,velenjak 2,9.01,11.0,2.0,5698.0,5000.0,170940000.0,35000.0,199430000.0,1.1396,1.1396,30000.0,1058940000.0,1058940000.0
16 azar,Fuel Truck11,2.0,modiriat,7.45,11.0,1.0,4590.0,5000.0,137700000.0,35000.0,160650000.0,0.918,0.918,30000.0,1604700000.0,1604700000.0
16 azar,Fuel Truck12,2.0,dadman,8.23,11.0,1.0,4500.0,5000.0,135000000.0,35000.0,157500000.0,0.9,0.9,30000.0,879000000.0,879000000.0
16 azar,Fuel Truck13,2.0,sepehr,8.41,11.0,1.0,4400.0,5000.0,132000000.0,35000.0,154000000.0,0.88,0.88,30000.0,786510000.0,786510000.0
16 azar,Fuel Truck14,2.0,farahzad,8.55,11.0,1.0,2225.0,5000.0,66750000.0,35000.0,77875000.0,0.445,0.445,30000.0,365250000.0,365250000.0
16 azar,Fuel Truck15,2.0,Sanat Square,8.33,11.0,4.0,16000.0,5000.0,480000000.0,35000.0,560000000.0,3.2,3.2,30000.0,2103000000.0,2103000000.0
16 azar,Fuel Truck16,2.0,iran zamin 1,8.33,11.0,2.0,8800.0,5000.0,264000000.0,35000.0,308000000.0,1.76,1.76,30000.0,1821000000.0,1821000000.0
16 azar,Fuel Truck17,2.0,iran zamin 2,8.33,11.0,2.0,8700.0,5000.0,261000000.0,35000.0,304500000.0,1.74,1.74,30000.0,1537500000.0,1537500000.0
16 azar,Fuel Truck18,3.0,dolat,8.33,11.0,2.0,5600.0,5000.0,168000000.0,35000.0,196000000.0,1.12,1.12,30000.0,1193100000.0,1193100000.0
16 azar,Fuel Truck19,3.0,kaveh blv,8.33,11.0,2.0,8700.0,5000.0,261000000.0,35000.0,304500000.0,1.74,1.74,30000.0,1725000000.0,1725000000.0
16 azar,Fuel Truck20,3.0,nemati,8.33,11.0,1.0,1000.0,5000.0,30000000.0,35000.0,35000000.0,0.2,0.2,30000.0,203400000.0,203400000.0
16 azar,Fuel Truck21,3.0,shariati ,8.33,11.0,3.0,15000.0,5000.0,450000000.0,35000.0,525000000.0,3.0,3.0,30000.0,2967000000.0,2967000000.0
16 azar,Fuel Truck22,3.0,daroos,8.33,11.0,2.0,5600.0,5000.0,168000000.0,35000.0,196000000.0,1.12,1.12,30000.0,1229400000.0,1229400000.0
16 azar,Fuel Truck23,3.0,shahrzad,8.33,11.0,1.0,1400.0,5000.0,42000000.0,35000.0,49000000.0,0.28,0.28,30000.0,243900000.0,243900000.0
16 azar,Fuel Truck24,3.0,daroos 2 ,8.33,11.0,1.0,4500.0,5000.0,135000000.0,35000.0,157500000.0,0.9,0.9,30000.0,897000000.0,897000000.0
16 azar,Fuel Truck25,4.0,heravi square,8.33,11.0,2.0,10000.0,5000.0,300000000.0,35000.0,350000000.0,2.0,2.0,30000.0,2292000000.0,2292000000.0
16 azar,Fuel Truck26,4.0,hussein abad,8.33,11.0,1.0,900.0,5000.0,27000000.0,35000.0,31500000.0,0.18,0.18,30000.0,172500000.0,172500000.0
16 azar,Fuel Truck27,4.0,lavizan,8.33,11.0,1.0,2200.0,5000.0,66000000.0,35000.0,77000000.0,0.44,0.44,30000.0,425100000.0,425100000.0
16 azar,Fuel Truck28,4.0,lavizan 2 ,8.33,11.0,1.0,4678.0,5000.0,140340000.0,35000.0,163730000.0,0.9356,0.9356,30000.0,868020000.0,868020000.0
16 azar,Fuel Truck29,4.0,majidiyeh north,8.33,11.0,1.0,4800.0,5000.0,144000000.0,35000.0,168000000.0,0.96,0.96,30000.0,960000000.0,960000000.0
16 azar,Fuel Truck30,4.0,majidiyeh south,8.33,11.0,1.0,1150.0,5000.0,34500000.0,35000.0,40250000.0,0.23,0.23,30000.0,229800000.0,229800000.0
16 azar,Fuel Truck31,5.0,poonak,8.33,11.0,2.0,8800.0,5000.0,264000000.0,35000.0,308000000.0,1.76,1.76,30000.0,1716000000.0,1716000000.0
16 azar,Fuel Truck32,5.0,shahran,8.33,11.0,1.0,1260.0,5000.0,37800000.0,35000.0,44100000.0,0.252,0.252,30000.0,376200000.0,376200000.0
16 azar,Fuel Truck33,5.0,janab abad ,8.33,11.0,1.0,3300.0,5000.0,99000000.0,35000.0,115500000.0,0.66,0.66,30000.0,481800000.0,481800000.0
16 azar,Fuel Truck34,5.0,shahre ziba,8.33,11.0,2.0,8500.0,5000.0,255000000.0,35000.0,297500000.0,1.7,1.7,30000.0,1397700000.0,1397700000.0
16 azar,Fuel Truck35,5.0,ekbatan complex,8.33,11.0,2.0,5900.0,5000.0,177000000.0,35000.0,206500000.0,1.18,1.18,30000.0,1413000000.0,1413000000.0
16 azar,Fuel Truck36,5.0,ferdos blv,8.33,11.0,1.0,4900.0,5000.0,147000000.0,35000.0,171500000.0,0.98,0.98,30000.0,993000000.0,993000000.0
16 azar,Fuel Truck37,5.0,iran shahr,8.33,11.0,1.0,3900.0,5000.0,117000000.0,35000.0,136500000.0,0.78,0.78,30000.0,801000000.0,801000000.0
16 azar,Fuel Truck38,6.0,amir abad,8.33,11.0,1.0,1000.0,5000.0,30000000.0,35000.0,35000000.0,0.2,0.2,30000.0,135600000.0,135600000.0
16 azar,Fuel Truck39,6.0,yusef abad,8.33,11.0,2.0,7800.0,5000.0,234000000.0,35000.0,273000000.0,1.56,1.56,30000.0,1653000000.0,1653000000.0
16 azar,Fuel Truck40,6.0,keshavarz,8.33,11.0,3.0,14000.0,5000.0,420000000.0,35000.0,490000000.0,2.8,2.8,30000.0,3063000000.0,3063000000.0
16 azar,Fuel Truck41,6.0,vali asr,8.33,11.0,4.0,20000.0,5000.0,600000000.0,35000.0,700000000.0,4.0,4.0,30000.0,4209000000.0,4209000000.0
16 azar,Fuel Truck42,6.0,university of tehran,8.33,11.0,2.0,9560.0,5000.0,286800000.0,35000.0,334600000.0,1.912,1.912,30000.0,1784400000.0,1784400000.0
